관광지번호,관광지명,전화번호,소분류,지역코드,주소
L2607,징광울 한상훈가,061-857-5064,고택,N10,전남 보성군 벌교읍 징광리 876
L2608,대계서원,061-850-5203,유적지,N10,전라남도 보성군 보성읍 동암2길 100 보성읍
L2609,보성 골망태다원,061-852-1966,관광농원,N10,전남 보성군 보성읍 봉산리 산71번지
L2610,보성녹차밭 대한다원,NULL,관광농원,N10,전라남도 보성군 보성읍 녹차로 763-43 보성읍
L2611,보성향교,061-852-2334,유적지,N10,전라남도 보성군 보성읍 중앙로 58-23
L2612,한국차소리문화공원,061-852-0918,공원,N10,전라남도 보성군 보성읍 녹차로 775
L2613,들풀미술학교,061-852-9198,이색체험,N10,전라남도 보성군 웅치면 대산길 265-6 웅치면
L2614,삼수마을,061-852-6651,농.산.어촌 체험,N10,전남 보성군 웅치면 유봉길 55
L2615,용추폭포계곡,061-850-5446,계곡,N10,전라남도 보성군 웅치면 용추덕림길 89-84
L2616,웅치관광농원,061-852-6300,관광농원,N10,전라남도 보성군 웅치면 서동길 227
L2617,제암산자연휴양림,NULL,자연휴양림,N10,전라남도 보성군 웅치면 대산길 330 웅치면
L2618,일월사보성,061-853-2003,사찰,N10,전라남도 보성군 율어면 유신길 195 율어면
L2619,군학마을 [해양수산부 선정 아름다운 어촌],061-850-8395,어촌,N10,전남 보성군 회천면 전일리
L2620,봇재다원,061-853-1117,관광농원,N10,전라남도 보성군 회천면 녹차로 745-4
L2621,율포솔밭해변 및 해수풀장,061-853-4243,해수욕장,N10,전라남도 보성군 회천면 우암길 8 회천면
L2622,율포해수녹차탕,061-853-4566,온천,N10,전라남도 보성군 회천면 우암길 24 회천면
L2623,율포해수욕장솔밭해변,061-850-5211,해수욕장,N10,전라남도 보성군 회천면 우암길 24 회천면
L2624,정응민예적지판소리공원,061-850-5203,유적지,N10,전남 보성군 회천면 영천리 도강마을
L2625,구병산,043-5403-3616,산,K04,충청북도 보은군 마로면 적암리
L2626,서당골,043-5420-9815,관광농원,K04,충청북도 보은군 마로면 임곡길 66-80
L2627,서당골 관광농원,043-5420-9815,관광농원,K04,충청북도 보은군 마로면 임곡길 66-80 마로면
L2628,보은 삼년산성,043-540-3391,성,K04,충청북도 보은군 보은읍 성주1길 104 보은읍
L2629,보은동헌,043-540-3408,유적지,K04,충청북도 보은군 보은읍 삼산로 56-14 보은읍
L2630,보은향교,043-540-3407,유적지,K04,충청북도 보은군 보은읍 향교2길 21-5 보은읍
L2631,청목화랑,043-542-3989,전통체험,K04,충청북도 보은군 보은읍 보청대로 1471 보은읍
L2632,금화서원,043-540-3408,유적지,K04,충청북도 보은군 삼승면 선곡리 산23-1 삼승면
L2633,관음암충북,043-544-3559,사찰,K04,충청북도 보은군 속리산면 법주사로 658-191 속리산면
L2634,구병리아름마을,043-544-0708,농.산.어촌 체험,K04,충북 보은군 내속리면 구병리 541-1
L2635,만수계곡,043-5403-3924,계곡,K04,충북 보은군 속리산면 만수리
L2636,보은 속리 정이품송,043-540-3374,유적지,K04,충청북도 보은군 속리산면 상판리 17-3
L2637,복천암보은,043-543-4774,사찰,K04,충청북도 보은군 속리산면 법주사로 702-5 속리산면
L2638,상환암충북,043-544-3690,사찰,K04,충청북도 보은군 속리산면 법주사로 658-22 속리산면
L2639,서원계곡,043-5403-3924,계곡,K04,충청북도 보은군 장안면 장안로 491-4 일대
L2640,속리산 산채비빔밥 거리,043-542-3006,이색거리,K04,충북 보은군 내속리면 사내리
L2641,속리산국립공원충북,NULL,국립공원,K04,충북 보은군 속리산면 상판리 | 괴산군/ 경북 문경시| 상주시
L2642,속리산조각공원,NULL,공원,K04,충북 보은군 속리산면 사내리
L2643,수정암충북,043-543-3713,사찰,K04,충청북도 보은군 속리산면 법주사로 379 속리산면
L2644,여적암보은,043-543-5920,사찰,K04,충청북도 보은군 속리산면 사내리 속리산면
L2645,중사자암,043-542-5093,사찰,K04,충청북도 보은군 속리산면 사내리 산1 속리산면
L2646,충북 법주사,043-543-3615,사찰,K04,충청북도 보은군 속리산면 법주사로 405 속리산면
L2647,탈골암충북,043-543-4780,사찰,K04,충북 보은군 내속리면 사내리 산1-1
L2648,국립 속리산말티재자연휴양림,043-543-6282,자연휴양림,K04,충청북도 보은군 장안면 속리산로 256
L2649,삼가저수지,043-540-3391,호수,K04,충북 보은군 외속리면 삼가리
L2650,보은 서원리 소나무,043-540-3408,유적지,K04,충청북도 보은군 장안면 서원리 49-4 장안면
L2651,보은 선병국가옥,043-543-7177,고택,K04,충청북도 보은군 장안면 개안길 10-2 장안면
L2652,상현서원,043-540-3408,유적지,K04,충청북도 보은군 장안면 장안로 225 장안면
L2653,보은 분저실마을,070-7723-8592,농.산.어촌 체험,K04,충청북도 보은군 회남면 군막길 8
L2654,분저리녹색체험마을,070-7723-8592,농.산.어촌 체험,K04,충청북도 보은군 회남면 군막길 8 회남면
L2655,보은 하얀민들레마을,043-542-9523,농.산.어촌 체험,K04,충청북도 보은군 회인면 부수길 111-2 회인면
L2656,회인향교,043-540-3408,유적지,K04,충청북도 보은군 회인면 부수1길 31-11 회인면
L2657,속리산 관광특구,043-540-3392,관광단지,K04,충청북도 보은군 속리산면 사내리| 상판리| 중판리| 갈목리 일원
L2658,청량사봉화,054-672-1446,사찰,O21,경북 봉화군 명호면 북곡리
L2659,청량산 비나리마을,054-673-1927,농.산.어촌 체험,O21,경상북도 봉화군 명호면 비나리길 141 명호면
L2660,청량산도립공원,NULL,도립공원,O21,경상북도 봉화군 명호면 청량로 255 명호면
L2661,가평리 계서당성이성 생가,054-6796-3324,생가,O21,경상북도 봉화군 물야면 계서당길 24
L2662,문수산,054-679-6374,산,O21,경북 봉화군 물야면 개단리 | 춘양면 서벽리| 봉성면 우곡리
L2663,봉화 북지리 마애여래좌상,054-6796-3324,유적지,O21,경상북도 봉화군 물야면 문수로 449-66
L2664,선달산경북,054-679-6374,산,O21,경북 봉화군 물야면 오전리 | 영주시 부석면 남대리| 강원도 영월군 하동면 내리 일대
L2665,오전약수탕,NULL,약수터,O21,경북 봉화군 물야면 오전리
L2666,지림사봉화,054-673-6735,사찰,O21,경상북도 봉화군 물야면 문수로 449-66 물야면
L2667,축서사봉화,054-672-7579,사찰,O21,경상북도 봉화군 물야면 월계길 739 물야면
L2668,행계서원,054-6796-3324,유적지,O21,경상북도 봉화군 물야면 상황산길 6-62
L2669,사미정계곡,054-679-6343,계곡,O21,경북 봉화군 법전면 소천리
L2670,다덕약수탕,054-679-6341,약수터,O21,경북 봉화군 봉성면 우곡리
L2671,봉화향교,054-6796-3324,유적지,O21,경상북도 봉화군 봉성면 향교길 11-10
L2672,천성사,054-672-9951,사찰,O21,경상북도 봉화군 봉성면 꿀덩이길 93 봉성면
L2673,구만서원,054-6796-3324,유적지,O21,경상북도 봉화군 봉화읍 구만서원길 9
L2674,구양서원,054-6796-3324,유적지,O21,경상북도 봉화군 봉화읍 산정길 202-17
L2675,내성유곡권충재관계유적,054-6796-3324,유적지,O21,경상북도 봉화군 봉화읍 충재길 53-28
L2676,도계서원,054-6796-3324,유적지,O21,경상북도 봉화군 봉화읍 사제길 12
L2677,봉산서원,054-6796-3324,유적지,O21,경상북도 봉화군 봉화읍 예봉로 1840
L2678,봉화 달실마을,054-673-5208,민속마을,O21,경상북도 봉화군 봉화읍 충재길 44
L2679,봉화 청암정,054-6796-3324,유적지,O21,경상북도 봉화군 봉화읍 충재길 44
L2680,삼계서원,054-6796-3324,유적지,O21,경상북도 봉화군 봉화읍 생기마1길 24
L2681,석천계곡,054-679-6114,계곡,O21,경북 봉화군 봉화읍 유곡리 삼계1리| 유곡1리
L2682,송록서원,054-6796-3324,유적지,O21,경상북도 봉화군 봉화읍 봉화로 1001-28
L2683,문계서원,NULL,유적지,O21,경상북도 봉화군 상운면 문촌리
L2684,국립 청옥산자연휴양림,054-672-1051,자연휴양림,O21,경상북도 봉화군 석포면 청옥로 1552-163 석포면
L2685,반야계곡,054-679-6341,계곡,O21,경북 봉화군 석포면 석포리
L2686,백천계곡 열목어서식지,054-679-6341,자연생태관광지,O21,경북 봉화군 석포면 대현리
L2687,백천계곡대현천,054-679-6341,계곡,O21,경북 봉화군 석포면 대현리
L2688,청옥산,054-630-4012,산,O21,경상북도 봉화군 석포면 | 소천면
L2689,구마계곡고선계곡,054-679-6341,계곡,O21,경북 봉화군 소천면 고선리 고선2리| 소천면 현동리
L2690,백두대간협곡열차V-트레인,1544-7788,이색체험,O21,경상북도 봉화군 소천면 분천길 49 분천역
L2691,봉화 금강소나무림,054-850-7711,수목원,O21,경북 봉화군 소천면 고선리 .대현리
L2692,옥방천,054-679-6343,계곡,O21,경북 봉화군 소천면 남회룡리
L2693,홍제암봉화,054-672-3410,사찰,O21,경상북도 봉화군 소천면 홍점길 295-85 소천면
L2694,각화산,054-679-6341,산,O21,경상북도 봉화군 춘양면 | 소천면
L2695,두내약수탕,054-679-6341,약수터,O21,경북 봉화군 춘양면 서벽리
L2696,봉화 서동리 동ㆍ서 삼층석탑,054-6796-3324,유적지,O21,경상북도 봉화군 춘양면 서원촌길 8-14
L2697,봉화만산고택,NULL,고택,O21,경상북도 봉화군 춘양면 서동길 21-19
L2698,서벽 금강소나무 숲 서벽 문화재용 목재생산림,NULL,수목원,O21,경북 봉화군 춘양면 서벽리 산 283-3
L2699,춘양목송이마을,054-674-1030,농.산.어촌 체험,O21,경상북도 봉화군 춘양면 골마길 3
L2700,조방해수탕,051-645-0005,온천,B01,부산광역시 부산진구 자유평화로37번길 15-19 범천동
L2701,광명사부산,051-646-0843,사찰,B01,부산광역시 부산진구 안창로14번길 46 범천동
L2702,선암사부산,051-803-7573,사찰,B01,부산광역시 부산진구 백양산로 138 부암동
L2703,서면1번가,051-441-6565,이색거리,B01,부산 부산진구 부전동
L2704,부산 삼정 더파크,051-811-8800,테마공원,B01,부산광역시 부산진구 새싹로 295-1 초읍동
L2705,부산어린이대공원,051-809-0251,공원,B01,부산광역시 부산진구 새싹로 295 초읍동
L2706,삼광사,051-808-7111,사찰,B01,부산광역시 부산진구 초읍천로33번길 29-7 초읍동
L2707,서면 카페거리,051-605-4096,이색거리,B01,부산 부산진구 부전동 | 전포동 일대
L2708,황령산,051-851-7851,산,B01,부산 부산진구 전포동 | 남구| 수영구| 연제구
L2709,간재선생유지,NULL,유적지,M14,전라북도 부안군 계화면 계화로 569 계화면
L2710,계양서원,063-580-4386,유적지,M14,전라북도 부안군 계화면 양지길 12 계화면
L2711,계화도,NULL,어촌,M14,전북 부안군 계화면 계화리
L2712,부안 백산성,063-580-4434,종교성지,M14,전라북도 부안군 백산면 산 8-1외 40필
L2713,격포마을 [해양수산부 선정 아름다운 어촌],063-580-4434,어촌,M14,전북 부안군 변산면 격포리
L2714,격포항,063-580-4434,항구/포구,M14,전북 부안군 변산면 격포리
L2715,격포해변,NULL,해수욕장,M14,전라북도 부안군 변산면 변산해변로 29-14 변산면
L2716,고사포해수욕장,063-582-7808,해수욕장,M14,전라북도 부안군 변산면 노루목길 8-8 변산면
L2717,금구원야외조각미술관,063-584-6770,테마공원,M14,전북 부안군 변산면 도청리 861-20
L2718,내변산,NULL,산,M14,전북 부안군 변산면 | 진서면| 상서면| 하서면
L2719,대명리조트 변산아쿠아월드,1588-4888,워터파크,M14,전라북도 부안군 변산면 변산해변로 51 변산면
L2720,모항어촌체험마을,063-584-7788,농.산.어촌 체험,M14,전라북도 부안군 변산면 모항길 107
L2721,모항해수욕장,063-580-4713,해수욕장,M14,전북 부안군 변산면 도청리 모항
L2722,변산반도국립공원,NULL,국립공원,M14,전북 부안군 변산면 보안면| 상서면| 진서면| 하서면
L2723,변산온천,063-582-5390,온천,M14,전라북도 부안군 변산면 부안댐로 66 변산면
L2724,변산자연휴양림,063-581-9977,자연휴양림,M14,전라북도 부안군 변산면 변산로 3768 변산면
L2725,변산해수욕장,063-580-4713,해수욕장,M14,전라북도 부안군 변산면 변산로 2076 변산면
L2726,봉래구곡,063-580-4713,계곡,M14,전북 부안군 변산면 중계리
L2727,부안 격포리 후박나무군락,063-580-4434,희귀동.식물,M14,전라북도 부안군 변산면 격포리 산 35-14
L2728,부안 낙조대,063-582-7808,자연생태관광지,M14,전북 부안군 변산면 중계리
L2729,부안 도청리 호랑가시나무군락,063-580-4434,희귀동.식물,M14,전라북도 부안군 변산면 도청길 106 변산면 일대
L2730,부안 적벽강,063-582-7808,해안절경,M14,전북 부안군 변산면 격포리 252-20
L2731,부안 채석강,063-580-4713,해안절경,M14,전라북도 부안군 변산면 격포리 301-1 등
L2732,부안영상테마파크,NULL,테마공원,M14,전북 부안군 변산면 격포로 309-64
L2733,분옥담과 선녀탕,063-584-7087,계곡,M14,전라북도 부안군 변산면 실상길 52 변산면
L2734,상록해수욕장,063-583-7865,해수욕장,M14,전라북도 부안군 변산면 변산로 3210-16
L2735,수성당,NULL,유적지,M14,전라북도 부안군 변산면 적벽강길 54
L2736,월명암부안,063-582-7890,사찰,M14,전라북도 부안군 변산면 내변산로 236-180
L2737,직소폭포,063-582-7808,폭포,M14,전북 부안군 변산면 실상길 52
L2738,하섬,NULL,섬,M14,전북 부안군 변산면 마포리 하섬
L2739,반계선생유적지,063-580-4434,유적지,M14,전라북도 부안군 보안면 반계로 97-68 보안면
L2740,부안 우리밀마을,063-581-9445,농.산.어촌 체험,M14,전라북도 부안군 보안면 반계로 14 보안면
L2741,부안 유천리 요지,063-580-4386,유적지,M14,전라북도 부안군 보안면 외포길 24 보안면
L2742,부안김씨종중고문서,063-580-4386,유적지,M14,전라북도 부안군 보안면 우동길 47-20 보안면
L2743,선계폭포,063-582-7808,폭포,M14,전북 부안군 보안면 우동리
L2744,숭모서원,063-580-4386,유적지,M14,전라북도 부안군 보안면 보안남로 367 보안면
L2745,우동리당산,063-580-4386,유적지,M14,전라북도 부안군 보안면 우동길 41 보안면
L2746,유천서원,063-580-4386,유적지,M14,전라북도 부안군 보안면 영전길 16 보안면
L2747,남문안당산,NULL,유적지,M14,전라북도 부안군 부안읍 동중리 84-4 부안읍
L2748,매창공원,063-580-4434,공원,M14,전북 부안군 부안읍 서외리 567-3
L2749,부안동문안당산,NULL,유적지,M14,전라북도 부안군 부안읍 동중리 387-4 부안읍
L2750,부안향교,063-580-4386,유적지,M14,전라북도 부안군 부안읍 당간지주1길 15 부안읍
L2751,서외리 당간지주,063-580-4388,유적지,M14,전라북도 부안군 부안읍 서문로 2-1 부안읍
L2752,성황사부안,063-582-5844,사찰,M14,전라북도 부안군 부안읍 서림공원길 92 부안읍
L2753,신석정 고택,063-580-4386,고택,M14,전라북도 부안군 부안읍 석정로 63 부안읍
