축제번호,축제명,소분류,개최장소,축제 기간,축제내용,주관기관,지역 코드
F0894,상주 정월대보름 달맞이 축제,해돋이,상주은모래비치 주차장,2,민속놀이| 기원제| 국악공연| 어울림한마당,상주면연합청년회,P13
F0895,상주해돋이&물메기축제,해돋이,상주은모래비치,12,물메기먹거리행사 및 해돋이 행사,상주면연합청년회,P13
F0896,산청 경호강 물 페스티벌,자연,산청 경호강 일원,7,물놀이| 전국청춘트롯가요제&클럽| 래프팅대회| 체험 전시행사 등,㈜서경방송,P15
F0897,산청황매산철쭉제,꽃놀이,황매산 일원,4,황매산철쭉제,산청황매산철쭉위원회,P15
F0898,생초국제조각공원 꽃잔디 축제,꽃놀이,산청군 생초국제조각공원 일원,4,개막식| 풍물패 길놀이| 행사장 축하공연| 연극공연| 음악공연| 꽃잔디 화분 만들기| 천아트 꽃그림 그리기| 시계 목각 만들기 체험 등,생초면체육회,P15
F0899,제11회 산청불교문화제전,종교,묵곡생태공원,9,혜민스님 토크쇼| 음악회| 불교문화체험 및 전시 등,산청불교사암연합회,P15
F0900,제13회 기산국악제전,예술,"기산국악당, 남사예담촌",9,박헌봉 국악상 시상| 국악한마당공연| 전국국악경연대회,기산국악제전위원회,P15
F0901,제13회 지리산산청곶감축제,먹거리,산청군 시천면산청곶감유통센터 일원,1,곶감 홍보 및 품평회곶감 홍보관 운영 및 판매전국연날리기 대회산청곶감노래자랑,지리산산청곶감축제위원회,P15
F0902,제19회 산청한방약초축제,먹거리,산청IC 입구 축제광장/동의보감촌,9,한방약초를 테마로한 공연| 전시| 체험프로그램 운영| 기타 특별행사 및 전시 등,산청한방약초축제위원회,P15
F0903,제43회 남명선비문화축제,문화,한국선비문화연구원,10,남명제례| 개막식| 공연| 경연| 전시| 체험행사등,남명선비문화축제집행위원회,P15
F0904,제46회 지리산평화제,문화,지리산 중산관광지,10,지리산 산신제| 평화상 시상,산청문화원,P15
F0905,거창크리스마스트리문화축제,문화,"거창군청 앞 로터리, 대동로터리 일대",12,갓 탤런트 선발대회| 버스킹 경연대회| 문화예술 공연 등,거창크리스마스트리문화축제위원회,P17
F0906,2019 jeju 이호테우축제,문화,이호테우해수욕장,8,전통떼배인''''''''테우''''''''와 ''''''''그물''''''''을 이용하여 멸치를 잡는 전통어로문화를 축제로 승화,이호테우축제위원회,Q01
F0907,2019 곶자왈 반딧불이 축제,반딧불이,청수리 곶자왈(웃뜨르 빛센타),6,별 흐르는 마을 청수리에서 개최되는 곶자왈 반딧불이 축제,청수축제위원회,Q01
F0908,2019 보목자리돔축제,먹거리,보목포구 일원,5,그림 같은 서귀포 앞바다에서 즐기는 별미 축제,보목어촌계 · 보목동청년회,Q01
F0909,2019 봄 시즌글라스 녹차 페스티벌 청초밭 제주,먹거리,청초밭,5,100만 평의 녹차밭에서 열리는 녹차 페스티벌,시즌글라스 코리아,Q01
F0910,2019 사려니숲 에코힐링 체험,힐링,사려니숲,5,사려니숲길 산림문화체험 프로그램,산림문화체험 사려니숲길위원회,Q01
F0911,2019 서귀포과학문화축전,기술,서귀포천문과학문화관,9,과학체험부스와 로켓시범발사. 과학퀴즈대회. 오르니톱터 날리기 등 다양한 체험의 장,서귀포시,Q01
F0912,2019 제주 메밀축제,먹거리,제주메일체험관,6,메밀 생산량 1위인 제주에서 펼쳐지는 메밀축제,제주메밀육성사업단,Q01
F0913,2019 제주 봄여행주간,꽃놀이,제주도 일원,4,제주에서 봄빛 담아가기. 제주에코파티,문화체육관광부,Q01
F0914,2019 제주들불축제,문화,새별오름 일대,3,제주들불축제는 소와 말 등 가축 방목을 위해 중산간 초지의 해묵은 풀을 없애고| 해충을 구제하기 위해 마을별로 늦겨울에서 초 봄 사이 목야지 들판에 불을 놓았던 ''''''''방애''''''''라는 제주의 옛 목축문화를 현대적 감각에 맞게 재현하여 관광 상품화한 문화관광축제입니다.,제주시관광축제추진협의회,Q01
F0915,2019 제주왕벚꽃축제,꽃놀이,"애월읍 장전리, 전농로",3,제주왕벚꽃축제는 제주 자생이면서 천연기념물(159호)인 왕벚꽃을 테마로 하는 축제로| 제주 봄을 대표하는 관광축제입니다.,제주시관광축제추진협의회 및 읍면동 주관단체,Q01
F0916,2019 탐라문화광장 하하페스티벌,문화,북수구 광장 및 산지천 일대,6,정기적인 문화공연을 실시하여 인근 야시장(재래시장)| 탐라문화광장을 연계하는 원도심 관광코스에 시민 및 관광객을 유인하여 지역경제 활성화(6.1~7.3 매주 토요일),일도1동 축제추진위원회,Q01
F0917,2019년도 거문오름국제트레킹,문화,거문오름 일대,7,거문오름을 예약없이 탐방하고 용암길과 진물길을 걸을 수 있는 일 년에 단 한 번뿐인 기회,세계자연유산 거문오름국제트레킹 위원회,Q01
F0918,가파도청보리축제,먹거리,가파도 일대,3,해마다 봄이 되면 청보리밭 위로 푸른 물결이 굽이치는 장관을 볼 수 있는 청보리 축제,가파도청보리축제위원회,Q01
F0919,가파도청보리축제,먹거리,가파도 일원,3,청보리밭 걷기. 연날리기. 소라잡기 체험 등,가파리마을회,Q01
F0920,금능 원담축제,먹거리,금능해수욕장,7,금능 해수욕장에서 펼쳐지는 맨손 고기잡기 체험,금능원담축제추진위원회,Q01
F0921,누웨마루 페스티벌,문화,신제주 누웨마루거리,9,누웨마루거리에서 펼쳐지는 선선한 가을밤 뮤직 페스티벌,제주관광공사,Q01
F0922,덕수리 전통민속축제,역사,덕수리 민속공연장,10,불미공예. 방앗돌굴리는 노래 등,덕수리민속보존회,Q01
F0923,돈내코계곡 원앙축제,동물,돈내코계곡 일원,8,주민자치프로그램. 노래자랑 등,영천동축제위원회,Q01
F0924,방선문축제,문화,방선문입구,5,계곡에서 즐기는 문화와 예술 축제,방선문축제위원회,Q01
F0925,보목자리돔축제,먹거리,보목포구 일원,5,풍물길트기. 자리돔 맨손잡기. 자리돔가요제 등,보목자리돔축제위원회,Q01
F0926,산지천 축제,먹거리,탐라문화광장(산지천일원-용진교~북성교 구간),9,지붕 없는 박물관 마을의 볼거리 먹거리 다양한 축제 한마당,산지천축제위원회,Q01
F0927,삼다공원 야간콘서트·야몬딱털장,문화,신제주 로터리 삼다공원,4,“도심 속 잠자는 공원이 깨어난다” Every Friday| Healing day,KCTV제주방송,Q01
F0928,서귀포 3분 관광영화제,문화,김정문화회관,8,출품작 상영 및 시상식. 야외상영회. 부대행사 등,서귀포시,Q01
F0929,서귀포 유채꽃 국제걷기대회,꽃놀이,제주월드컵경기장 광장,3,서귀포의 수려한 자연경관과 봄의 정취를 알리는 유채꽃 국제걷기대회,(사)한국체육진흥회,Q01
F0930,서귀포겨울바다 국제펭귄수영대회,운동,중문색달해수욕장,1,일종의 극기체험을 통해 묵은해의 흔적을 지우고| 희망찬 새해를 설계하며 강한 정신력을 고취시키는 겨울 이벤트,사단법인 서귀포시관광협의회,Q01
F0931,서귀포칠십리축제,꽃놀이,자구리공원 일원,9,퍼레이드. 마당놀이. 전통문화 체험 등,서귀포칠십리축제조직위원회,Q01
F0932,서귀포혁신도시 야간문화콘서트 <와랑와랑 in 서귀포>,문화,제주월드컵경기장 광장,8,인기 뮤지션들과 함께하는 서귀포 뮤직페스티벌,제주관광공사,Q01
F0933,설문대할망 페스티벌 2019,문화,제주돌문화공원 및 제주도 일원,5,제주도 대표 창조 설화인 설문대할망을 기리고 세계적인 문화행사로의  발전을 위한 祭 행사 및 부대행사 개최,제주돌문화공원,Q01
F0934,성산일출축제,해돋이,성산일출봉 일원,12,성산일출봉에서 새해 첫 일출을 다 함께 반기는 축제,제주특별자치도,Q01
F0935,쇠소깍축제,문화,효돈 쇠소깍 및 하효항 일원,8,맨손 고기잡기. 다우렁길 걷기 등,효돈동연합청년회,Q01
F0936,스테핑스톤페스티벌,문화,함덕해수욕장 일대,7,제주의 여름과 다채로운 음악의 향현,스테핑스톤페스티벌 조직위,Q01
F0937,아트제주2019,예술,메종글래드 제주,11,제주 최대 규모의 국제 아트페어,사단법인 섬아트제주,Q01
F0938,예래생태체험축제,체험,예래논짓물 일원,7,생태마을탐방. 맨손으로 넙치잡기 등,예래생태체험축제위원회,Q01
F0939,이호테우축제,먹거리,이호테우해수욕장,7,제주 도심에서 즐기는 해수욕장 축제,이호테우축제위원회,Q01
F0940,제 9회 수월봉 트레일,기술,수월봉·차귀도·당산봉 일대,4,지질트레일을 즐기며 새로운 지질자원과 풍경을 즐길 수 있는 행사,제주도 세계지질공원 트레일위원회,Q01
F0941,제11회 우도소라축제,먹거리,"천진항, 우도면 일원",4,우도 특산물인 뿔소라를 주제로 다양한 시식 및 체험 행사를 진행| 마음까지 풍성한 축제,우도면연합청년회,Q01
F0942,제18회삼양검은모래축제,머드,삼양해수욕장일원,7,삼양해수욕장 검은모래를 주제로 모래찜질| 용천수 체험|  노래자랑 등 축제,삼양동연합청년회,Q01
F0943,제19회 도두오래물축제,문화,도두 오래물광장 및 도두항 일원,8,도두 오래물을 주제로 무사안녕 기원| 해양 레저 체험 등,도두1동마을회,Q01
F0944,제37회 제주유채꽃축제,꽃놀이,조랑말체험공원,4,제주의 멋진 풍경 속 유채꽃 속에 빠질 수 있는 축제의 장,제주유채꽃축제조직위원회,Q01
F0945,제3회 제주오라 청보리 & 유채꽃 축제,꽃놀이,오라동 청보리밭,4,청보리의 푸르름과 노란 유채꽃을 한눈에 감상할 수 있는 축제,농업회사법인 오라,Q01
F0946,제6회 국제전기자동차엑스포,기술,제주국제컨벤션센터(ICC JEJU),5,‘전기차의 혁신을 향해 질주하라(Drive Evolution)’을 캐치프레이즈로 전시회| 컨퍼런스| 특별프로그램| B2B프로그램| 부대행사 진행,제6회 국제전기자동차엑스포 조직위원회,Q01
F0947,제7회 월대천 축제,먹거리,월대천 일원,7,외도동에서는 월대천을 배경으로 다양한 체험 및 공연프로그램을 통해 자연 속에서 함께 어우러져 문화를 향유할 수 잇는 기회를 제공하고자 제7회 월대천 축제를 개최합니다.,외도동주민자치위원회,Q01
F0948,제주 라프 별빛축제,자연,다희연,11,빛을 매개로 한 설치| 조형 예술 작품을 감상할 수 있는 축제,(주)아트플레쉬,Q01
F0949,"제주,100년의 시간여행 - 제주다크투어",체험,제주 전역,5,제주|100년의 시간여행(3.1운동부터 제주 4.3까지) - 제주다크투어,제주관광공사,Q01
F0950,제주국제관광마라톤축제,운동,구좌종합운동장,5,제주의 파란 바닷빛과 함께 천혜의 자연 에너지를 만끽할 수 있는 “제주국제관광마라톤축제”,제주특별자치도관광협회,Q01
F0951,제주들불축제,자연,새별오름 일대,3,불·목축문화·소원성취를 소재로 한 전시·문화·체험 행사,제주시관광축제추진협의회,Q01
F0952,제주왕벚꽃축제,꽃놀이,제주시 전농로 / 애월읍 장전리 일대,3,제주의 왕벚꽃 명소에서 즐기는 축제,전농로왕벚꽃축제추진위원회,Q01
F0953,제주윈터페스티벌,겨울,제주 칠성로상점가,12,제주시 원도심에서 즐길 수 있는 제주의 겨울,제주특별자치도,Q01
F0954,제주유채꽃축제,꽃놀이,가시리 조랑말체험공원 일원,4,금혼식. 유채꽃 음식경연. 갑마장길 걷기 등,제주유채꽃축제조직위원회,Q01
F0955,제주푸드앤와인페스티벌,먹거리,제주도 일원,5,해외 및 국내 유명 셰프들이 함께 참여해 제주도의 식재료를 사용| 다양한 우리의 맛과 멋을 선보일 예정,한국푸드앤와인페스티벌,Q01
F0956,제주해비치아트페스티벌,바다,해비치호텔앤리조트,6,제주 전역에서 펼쳐지는 다양한 장르의 공연행사 등으로 공연문화발전의 선도적 역할을 수행하기 위하여 매년 제주특별자치도에서 개최되는 대규모 행사,한국문화예술회관연합회,Q01
F0957,중문칠선녀축제,역사,천제연폭포 일원,10,칠선녀제. 가요제. 예술인한마당 등,중문마을회,Q01
F0958,추자도 참굴비 대축제,먹거리,대서리 광장 일원,9,고기잡이 체험| 굴비 시식 등,추자면 축제추진위원회,Q01
F0959,탐라국입춘굿놀이,역사,목관아 일대,2,제주 원도심에서 만나는 봄맞이 축제,제주특별자치도,Q01
F0960,탐라문화콘서트 - 놀젠놀장,역사,산지천 북수구광장 일원,4,제주 원도심 활성화와 가족 관광객이 찾는 야간 명소,제주관광공사,Q01
F0961,표선해변 하얀모래축제,바다,표선해수욕장,8,비치사커대회. 백사가요제. 라이브 공연 등,표선리청년회,Q01
F0962,한라산청정 고사리축제,먹거리,한남리 국가태?센터 서측,4,고사리 꺽기풍습 체험. 사생대회 등,남원읍축제위원회,Q01
F0963,한라산청정고사리축제,먹거리,남원읍 국가태풍센터 서측,4,생명이 움트는 청정 남원읍의 자연과 함께 즐기는 한라산청정 고사리 축제,남원읍 축제위원회,Q01
F0964,한여름밤 솜반천 청소년영상문화축제,청소년,솜반천 일원,7,추억의 길 걷기대회. 영화상영 등,서홍동청소년지도협의회,Q01
